fighter,date_of_birth,tuf,r2ufc,dwcs,pride,sf,wec,bmf,hof,country,gender,weightclass,current_rank,rank_flag,current_p4p,p4p_flag,peak_rank,peak_p4p,bouts,wins,win_types,losses,loss_types,streak,best_streak,bonus,slot,elo,peak_elo,opp_elo,debut,debut_result,prev_bout,prev_result,next_date,next_opp
Mandel Nallo,1989-07-26,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Canada,male,lightweight,16,NA,16,NA,16,16,1,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,-1,-1,0,3,2722,2722,2750,2026-04-18,L - Jai Herbert,2026-04-18,L - Jai Herbert,NA,NA
Alatengheili,1991-12-14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,China,male,bantamweight,16,NA,16,NA,16,16,9,5,1 KO 0 Sub 4 Dec,3,0 KO 0 Sub 3 Dec,-1,2,1,11.3,2721,2789,2695,2019-08-31,W - Batgerel Danaa,2025-04-26,L - Da'Mon Blackshear,NA,NA
Jhonata Diniz,1991-06-23,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,heavyweight,16,NA,16,NA,15,16,5,3,1 KO 0 Sub 2 Dec,2,2 KO 0 Sub 0 Dec,-1,2,1,7.2,2721,2852,2708,2024-04-27,W - Austen Lane,2025-10-11,L - Mario Pinto,2026-06-20,Jose Luiz
Rani Yahya,1984-09-12,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"Brazil, Syria",male,bantamweight,16,NA,16,NA,13,16,21,13,0 KO 7 Sub 6 Dec,6,2 KO 0 Sub 4 Dec,-2,4,0,8.1,2720,2894,2652,2011-01-22,W - Mike Brown,2024-04-27,L - Victor Henry,NA,NA
Mansur Abdul-Malik,1997-10-07,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,middleweight,16,NA,16,NA,16,16,5,4,2 KO 1 Sub 1 Dec,1,1 KO 0 Sub 0 Dec,-1,4,1,7.2,2720,2852,2595,2024-11-09,W - Dusko Todorovic,2026-03-28,L - Yousri Belgaroui,NA,NA
Christian Rodriguez,1997-12-17,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,featherweight,16,NA,16,NA,16,16,9,5,0 KO 1 Sub 4 Dec,4,0 KO 1 Sub 3 Dec,-2,4,1,6.4,2719,2853,2732,2022-02-19,L - Jonathan Pearce,2025-08-09,L - Andre Fili,2026-06-20,Hyder Amil
Melsik Baghdasaryan,1992-01-28,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"Armenia, United States",male,featherweight,16,NA,16,NA,16,16,5,3,1 KO 0 Sub 2 Dec,2,1 KO 1 Sub 0 Dec,-1,2,1,7,2718,2779,2748,2021-07-31,W - Collin Anglin,2025-02-22,L - Jean Silva,2026-06-20,Murtazali Magomedov
Michael Oliveira,1998-01-21,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,welterweight,16,NA,16,NA,16,16,0,NA,NA,NA,NA,NA,NA,NA,NA,2717,NA,NA,NA,NA,NA,NA,NA,NA
Ty Miller,2000-06-04,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,16,NA,16,NA,16,16,1,1,1 KO 0 Sub 0 Dec,0,0 KO 0 Sub 0 Dec,1,1,1,11,2714,2714,2529,2026-01-24,W - Adam Fugitt,2026-01-24,W - Adam Fugitt,NA,NA
Shamil Gaziev,1990-02-10,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"Bahrain, Russia",male,heavyweight,16,NA,16,NA,11,16,6,3,2 KO 0 Sub 1 Dec,3,3 KO 0 Sub 0 Dec,-2,2,2,6.5,2713,2919,2805,2023-12-16,W - Martin Buday,2026-05-02,L - Brando Pericic,NA,NA
Karol Rosa,1994-12-30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Czech Republic,female,women's bantamweight,10,NA,16,NA,8,16,12,8,0 KO 0 Sub 8 Dec,4,0 KO 0 Sub 4 Dec,1,4,1,8.6,2713,2751,2624,2019-08-31,W - Lara Fritzen,2025-08-02,W - Nora Cornolle,2026-06-20,Luana Santos
Sodiq Yusuff,1993-05-19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"Nigeria, United States",male,"lightweight, featherweight",16,NA,16,NA,10,16,10,6,2 KO 1 Sub 3 Dec,4,1 KO 0 Sub 3 Dec,-3,4,2,4.3,2712,3070,2838,2018-12-01,W - Suman Mokhtarian,2025-05-17,L - Mairon Santos,NA,NA
Ryan Gandra,1995-05-08,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,middleweight,16,NA,16,NA,16,16,1,1,1 KO 0 Sub 0 Dec,0,0 KO 0 Sub 0 Dec,1,1,0,7,2712,2712,2474,2026-02-28,W - Jose Medina,2026-02-28,W - Jose Medina,2026-07-11,Zachary Reese
Chase Hooper,1999-09-13,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,NA,16,NA,16,16,13,8,2 KO 4 Sub 2 Dec,5,3 KO 0 Sub 2 Dec,-2,5,2,8.8,2711,3003,2663,2019-12-14,W - Daniel Teymur,2026-03-28,L - Lance Gibson Jr.,NA,NA
Karine Silva,1993-12-02,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,female,women's flyweight,10,NA,16,NA,9,16,8,5,0 KO 3 Sub 2 Dec,3,0 KO 0 Sub 3 Dec,-2,4,1,6.4,2711,2922,2712,2022-06-04,W - Poliana Botelho,2026-04-18,L - Jasmine Jasudavicius,NA,NA
Cody Chovancek,1998-07-24,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Canada,male,bantamweight,16,NA,16,NA,16,16,0,NA,NA,NA,NA,NA,NA,NA,NA,2711,NA,NA,NA,NA,NA,NA,NA,NA
Douglas Silva de Andrade,1985-06-22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,"featherweight, bantamweight",16,NA,16,NA,14,16,14,7,2 KO 1 Sub 4 Dec,7,2 KO 1 Sub 4 Dec,-2,2,3,7.9,2709,2926,2733,2014-02-15,L - Zubaira Tukhugov,2026-02-28,L - Javier Reyes,NA,NA
Eduarda Moura,1994-02-28,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,female,women's flyweight,13,NA,16,NA,13,16,5,3,1 KO 0 Sub 2 Dec,2,0 KO 0 Sub 2 Dec,-1,2,0,10.6,2709,2838,2650,2023-11-04,W - Montserrat Conejo Ruiz,2026-02-07,L - Wang Cong,NA,NA
Gauge Young,2000-07-14,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,NA,16,NA,16,16,3,2,0 KO 0 Sub 2 Dec,1,0 KO 0 Sub 1 Dec,2,2,0,6.3,2708,2708,2674,2025-04-26,L - Evan Elder,2026-04-18,W - Thiago Moises,NA,NA
Zachary Reese,1994-03-24,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,middleweight,16,NA,16,NA,16,16,8,4,1 KO 1 Sub 2 Dec,3,2 KO 0 Sub 1 Dec,-1,2,2,7.8,2708,2734,2611,2023-12-02,L - Cody Brundage,2026-02-21,L - Michel Pereira,2026-07-11,Ryan Gandra
Tresean Gore,1994-06-21,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,middleweight,16,NA,16,NA,16,16,7,3,0 KO 3 Sub 0 Dec,4,2 KO 0 Sub 2 Dec,1,2,1,8.1,2707,2707,2678,2022-02-05,L - Bryan Battle,2026-04-04,W - Azamat Bekoev,NA,NA
Fernando Padilla,1996-12-15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Mexico,male,featherweight,16,NA,16,NA,16,16,4,2,1 KO 1 Sub 0 Dec,2,1 KO 0 Sub 1 Dec,-1,1,1,6,2705,2775,2786,2023-04-29,W - Julian Erosa,2024-12-14,L - Sean Woodson,NA,NA
Marco Tulio,1994-08-30,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,middleweight,16,NA,16,NA,16,16,4,2,2 KO 0 Sub 0 Dec,2,1 KO 0 Sub 1 Dec,-2,2,0,8.8,2705,2850,2772,2025-01-11,W - Ihor Potieria,2026-05-09,L - Roman Kopylov,NA,NA
Themba Gorimbo,1991-01-23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"South Africa, Zimbabwe",male,welterweight,16,NA,16,NA,16,16,8,4,1 KO 0 Sub 3 Dec,4,0 KO 2 Sub 2 Dec,-3,4,0,8,2703,2824,2698,2023-02-18,L - AJ Fletcher,2026-05-02,L - Jonathan Micallef,NA,NA
Uran Satybaldiev,1994-08-10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Kyrgyzstan,male,"light heavyweight, heavyweight",16,NA,16,NA,16,16,2,1,0 KO 1 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,1,1,1,11.5,2701,2701,2653,2025-04-05,L - Martin Buday,2025-08-23,W - Diyar Nurgozhay,NA,NA
Court McGee,1984-12-12,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,16,NA,16,NA,16,16,24,11,0 KO 3 Sub 8 Dec,13,3 KO 0 Sub 10 Dec,-1,3,1,6.8,2700,2873,2722,2010-06-19,W - Kris McCray,2025-06-14,L - Michael Chiesa,NA,NA
Josiah Harrell,1998-11-13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,16,NA,16,NA,16,16,1,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,-1,-1,0,5,2698,2698,2832,2026-02-21,L - Jacobe Smith,2026-02-21,L - Jacobe Smith,NA,NA
Lucas Rocha,2000-08-12,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,flyweight,16,NA,16,NA,16,16,2,1,0 KO 0 Sub 1 Dec,1,0 KO 1 Sub 0 Dec,1,1,0,11,2696,2696,2624,2024-10-12,L - Clayton Carpenter,2025-10-11,W - Stewart Nicoll,NA,NA
Nikolay Veretennikov,1989-12-22,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Kazakhstan,male,welterweight,16,NA,16,NA,16,16,5,2,1 KO 0 Sub 1 Dec,3,1 KO 0 Sub 2 Dec,1,1,0,7.8,2694,2696,2707,2024-08-10,L - Danny Barlow,2026-02-07,W - Niko Price,2026-05-16,Khaos Williams
Zhu Kangjie,1996-01-15,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,China,male,featherweight,16,NA,16,NA,16,16,0,NA,NA,NA,NA,NA,NA,0,NA,2693,NA,2846,NA,NA,NA,NA,2026-05-30,Rodrigo Vera
Cristian Quinonez,1996-04-26,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Mexico,male,bantamweight,16,NA,16,NA,16,16,4,2,1 KO 0 Sub 1 Dec,2,0 KO 2 Sub 0 Dec,1,1,0,8.5,2691,2805,2664,2022-09-03,W - Khalid Taha,2026-02-28,W - Kris Moutinho,NA,NA
Daniel Zellhuber,1999-07-07,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Mexico,male,lightweight,16,NA,16,NA,16,16,7,3,0 KO 1 Sub 2 Dec,4,1 KO 0 Sub 3 Dec,-3,3,3,5.7,2691,2953,2766,2022-09-17,L - Trey Ogden,2026-02-28,L - King Green,NA,NA
Kennedy Nzechukwu,1992-06-13,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Nigeria,male,heavyweight,16,NA,16,NA,14,16,15,8,6 KO 1 Sub 1 Dec,6,2 KO 2 Sub 2 Dec,0,3,4,7.4,2691,2932,2673,2019-03-30,L - Paul Craig,2025-12-13,D - Marcus Buchecha,NA,NA
Samuel Sanches,2003-01-28,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,lightweight,16,NA,16,NA,16,16,0,NA,NA,NA,NA,NA,NA,NA,NA,2688,NA,NA,NA,NA,NA,NA,NA,NA
Thomas Petersen,1995-03-30,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,heavyweight,16,NA,16,NA,16,16,6,3,0 KO 0 Sub 3 Dec,3,2 KO 0 Sub 1 Dec,1,1,0,9.5,2687,2687,2679,2024-02-03,L - Jamal Pogues,2026-04-04,W - Guilherme Pat,NA,NA
Bassil Hafez,1992-01-31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Egypt, Syria, United States",male,welterweight,16,NA,16,NA,16,16,3,1,0 KO 0 Sub 1 Dec,2,1 KO 0 Sub 1 Dec,-1,1,1,7.7,2684,2744,2849,2023-07-15,L - Jack Della Maddalena,2024-11-16,L - Oban Elliott,NA,NA
Donte Johnson,1999-01-25,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,middleweight,16,NA,16,NA,16,16,2,2,0 KO 1 Sub 1 Dec,0,0 KO 0 Sub 0 Dec,2,2,1,8,2684,2698,2562,2025-11-01,W - Sedriques Dumas,2026-03-07,W - Cody Brundage,NA,NA
Aleksandre Topuria,1996-01-28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Georgia, Spain",male,bantamweight,16,NA,16,NA,16,16,2,2,0 KO 0 Sub 2 Dec,0,0 KO 0 Sub 0 Dec,2,2,0,10,2683,2683,2718,2025-02-08,W - Colby Thicknesse,2025-11-22,W - Bekzat Almakhan,NA,NA
Alibi Idiris,1994-10-22,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Kazakhstan,male,flyweight,16,NA,16,NA,16,16,2,0,0 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,0,0,0,10,2682,2682,2696,2025-08-16,L - Joseph Morales,2026-02-21,NC - Ode Osbourne,NA,NA
John Yannis,1994-07-07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"bantamweight, featherweight",16,NA,16,NA,16,16,2,1,1 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,1,1,0,11,2681,2681,2703,2025-08-02,L - Austin Bashi,2026-04-18,W - Jamie Siraj,NA,NA
Edgar Chairez,1996-01-27,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Mexico,male,flyweight,16,NA,16,NA,16,16,6,3,0 KO 2 Sub 1 Dec,2,0 KO 0 Sub 2 Dec,2,2,1,6.5,2679,2679,2591,2023-07-08,L - Tatsuro Taira,2026-02-28,W - Felipe Bunes,2026-06-06,Bruno Gustavo da Silva
Dustin Stoltzfus,1991-11-15,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,middleweight,16,NA,16,NA,16,16,10,3,1 KO 1 Sub 1 Dec,7,2 KO 2 Sub 3 Dec,-2,1,2,6.2,2679,2782,2796,2020-11-21,L - Kyle Daukaus,2025-09-13,L - Kelvin Gastelum,NA,NA
Malcolm Wellmaker,1994-06-04,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"bantamweight, featherweight",16,NA,16,NA,16,16,3,2,2 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,-1,2,2,9.7,2678,2818,2663,2025-04-26,W - Cameron Saaiman,2025-11-15,L - Ethyn Ewing,2026-05-16,Juan Diaz
Song Kenan,1990-03-10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,China,male,welterweight,16,NA,16,NA,16,16,11,6,3 KO 0 Sub 3 Dec,5,3 KO 0 Sub 2 Dec,-1,2,1,6.7,2678,2762,2679,2017-11-25,W - Bobby Nash,2024-11-23,L - Muslim Salikhov,NA,NA
Yizha,1997-01-08,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,China,male,featherweight,16,NA,16,NA,16,16,4,1,1 KO 0 Sub 0 Dec,3,0 KO 0 Sub 3 Dec,-1,1,0,9,2676,2764,2643,2023-02-04,L - JeongYeong Lee,2026-02-01,L - Kaan Ofli,NA,NA
Billy Quarantillo,1988-12-08,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,featherweight,16,NA,16,NA,16,16,11,6,3 KO 1 Sub 2 Dec,5,2 KO 1 Sub 2 Dec,-2,3,3,5.6,2675,2947,2761,2019-12-07,W - Jacob Kilburn,2024-12-14,L - Cub Swanson,NA,NA
Carli Judice,1999-03-02,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,female,women's flyweight,16,NA,16,NA,16,16,4,3,2 KO 0 Sub 1 Dec,1,0 KO 0 Sub 1 Dec,3,3,3,12.2,2675,2675,2530,2024-06-15,L - Gabriella Fernandes,2026-02-21,W - Juliana Miller,NA,NA
Ding Meng,1994-09-26,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,China,male,welterweight,16,NA,16,NA,16,16,0,NA,NA,NA,NA,NA,NA,0,NA,2673,NA,2390,NA,NA,NA,NA,2026-05-30,Jose Henrique
Carlos Vera,1987-11-05,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Ecuador,male,bantamweight,16,NA,16,NA,16,16,2,1,0 KO 1 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,1,1,1,8.5,2671,2671,2658,2024-02-17,L - Rinya Nakamura,2025-03-15,W - Josias Musasa,NA,NA
Charlie Campbell,1995-07-03,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,NA,16,NA,16,16,3,2,1 KO 0 Sub 1 Dec,1,0 KO 1 Sub 0 Dec,-1,2,1,6.7,2671,2747,2727,2023-09-16,W - Alex Reyes,2025-09-28,L - Tom Nolan,NA,NA
DongHun Choi,1999-01-02,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,South Korea,male,flyweight,16,NA,16,NA,16,16,1,1,1 KO 0 Sub 0 Dec,0,0 KO 0 Sub 0 Dec,1,1,0,8,2667,2667,2396,2024-11-23,W - Kiru Sahota,2024-11-23,W - Kiru Sahota,NA,NA
Colby Thicknesse,1999-06-23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Australia,male,bantamweight,16,NA,16,NA,16,16,3,2,0 KO 0 Sub 2 Dec,1,0 KO 0 Sub 1 Dec,2,2,0,9.3,2666,2666,2468,2025-02-08,L - Aleksandre Topuria,2026-05-02,W - Vince Morales,NA,NA
Jaqueline Amorim,1995-06-24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,female,women's strawweight,16,NA,16,NA,16,16,6,4,1 KO 3 Sub 0 Dec,2,0 KO 0 Sub 2 Dec,-1,4,1,11.5,2666,2824,2578,2023-04-08,L - Sam Hughes,2025-10-25,L - Mizuki,2026-05-30,Loma Lookboonmee
Alessandro Costa,1996-01-28,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"Brazil, Mexico",male,flyweight,16,NA,16,NA,16,16,6,3,3 KO 0 Sub 0 Dec,3,2 KO 0 Sub 1 Dec,1,1,3,8.2,2665,2758,2672,2022-12-17,L - Amir Albazi,2026-04-04,W - Stewart Nicoll,NA,NA
HyunSung Park,1995-11-04,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,South Korea,male,flyweight,16,NA,16,NA,16,16,5,3,1 KO 2 Sub 0 Dec,2,0 KO 2 Sub 0 Dec,-2,3,1,7.2,2663,2822,2665,2023-02-04,W - SeungGuk Choi,2025-10-18,L - Bruno Gustavo da Silva,NA,NA
Oban Elliott,1997-12-19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"United Kingdom, Wales",male,welterweight,16,NA,16,NA,16,16,5,3,1 KO 0 Sub 2 Dec,2,0 KO 1 Sub 1 Dec,-2,3,1,9.6,2663,2951,2660,2024-02-17,W - Val Woodburn,2026-02-01,L - Jonathan Micallef,NA,NA
Carol Foro,1997-03-21,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,female,women's strawweight,16,NA,16,NA,16,16,0,NA,NA,NA,NA,NA,NA,NA,NA,2663,NA,NA,NA,NA,NA,NA,NA,NA
Levi Rodrigues Jr.,1996-10-15,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,light heavyweight,16,NA,16,NA,16,16,0,NA,NA,NA,NA,NA,NA,NA,NA,2663,NA,NA,NA,NA,NA,NA,NA,NA
Benardo Sopaj,2000-09-25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Albania, Greece, Sweden",male,bantamweight,16,NA,16,NA,16,16,2,1,0 KO 0 Sub 1 Dec,1,1 KO 0 Sub 0 Dec,1,1,1,9.5,2661,2661,2658,2024-03-02,L - Vinicius Oliveira,2025-01-18,W - Ricky Turcios,2026-05-16,Timmy Cuamba
Bia Mesquita,1991-04-07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,female,women's bantamweight,15,NA,16,NA,15,16,2,2,0 KO 2 Sub 0 Dec,0,0 KO 0 Sub 0 Dec,2,2,1,10.5,2660,2660,2417,2025-10-11,W - Irina Alekseeva,2026-03-14,W - Montserrat Rendon,2026-06-20,Melissa Mullins
JeongYeong Lee,1995-11-13,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,South Korea,male,featherweight,16,NA,16,NA,16,16,4,2,0 KO 0 Sub 2 Dec,2,1 KO 0 Sub 1 Dec,-2,2,0,8.5,2659,2860,2722,2023-02-04,W - Yizha,2025-05-10,L - Daniel Santos,NA,NA
Juan Martinetti,1995-08-20,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Ecuador,male,bantamweight,16,NA,16,NA,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,-1,-1,1,4,2659,2659,2877,2026-04-25,L - Davey Grant,2026-04-25,L - Davey Grant,NA,NA
Hyder Amil,1990-05-28,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"Philippines, United States",male,featherweight,16,NA,16,NA,16,16,5,3,2 KO 0 Sub 1 Dec,2,1 KO 0 Sub 1 Dec,-2,3,1,7.2,2658,2905,2712,2024-02-10,W - Fernie Garcia,2025-11-08,L - Jamall Emmers,2026-06-20,Christian Rodriguez
Brad Tavares,1987-12-21,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,middleweight,16,NA,16,NA,8,16,28,16,2 KO 0 Sub 14 Dec,12,6 KO 0 Sub 6 Dec,-2,5,0,6.2,2657,3087,2771,2010-06-19,W - Seth Baczynski,2026-03-14,L - Eryk Anders,NA,NA
Dom Mar Fan,2000-03-19,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Australia,male,lightweight,16,NA,16,NA,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,-1,-1,0,13,2656,2656,2619,2026-05-02,L - Kody Steele,2026-05-02,L - Kody Steele,NA,NA
Matheus Camilo,2001-01-02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,lightweight,16,NA,16,NA,16,16,2,1,0 KO 0 Sub 1 Dec,1,0 KO 1 Sub 0 Dec,1,1,0,9.5,2653,2653,2702,2025-05-17,L - Gabe Green,2025-11-15,W - Viacheslav Borshchev,2026-06-27,Nazim Sadykhov
Max Griffin,1985-11-29,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,16,NA,16,NA,16,16,19,8,3 KO 0 Sub 5 Dec,11,1 KO 1 Sub 9 Dec,-3,3,2,7.5,2650,2999,2810,2016-08-20,L - Colby Covington,2026-04-25,L - Victor Valenzuela,NA,NA
Robert Bryczek,1990-07-04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Poland,male,middleweight,16,NA,16,NA,16,16,3,1,1 KO 0 Sub 0 Dec,2,0 KO 0 Sub 2 Dec,-1,1,0,7,2649,2724,2772,2024-02-10,L - Ihor Potieria,2026-05-02,L - Cam Rowston,NA,NA
Bekzat Almakhan,1997-10-08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Kazakhstan,male,bantamweight,16,NA,16,NA,16,16,3,1,1 KO 0 Sub 0 Dec,2,0 KO 0 Sub 2 Dec,-1,1,0,9,2648,2819,2859,2024-03-02,L - Umar Nurmagomedov,2025-11-22,L - Aleksandre Topuria,2026-06-27,Jean Matsumoto
Cody Durden,1991-03-29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"bantamweight, flyweight",16,NA,16,NA,13,16,16,7,1 KO 1 Sub 5 Dec,8,2 KO 4 Sub 2 Dec,1,4,1,8.9,2646,2944,2717,2020-08-01,D - Chris Gutierrez,2026-04-25,W - Jafel Filho,2026-07-11,Ode Osbourne
Loma Lookboonmee,1996-01-18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Thailand,female,women's strawweight,16,NA,16,NA,14,16,10,7,0 KO 1 Sub 6 Dec,3,0 KO 0 Sub 3 Dec,-1,4,0,9.7,2645,2765,2528,2019-10-26,W - Aleksandra Albu,2025-09-28,L - Alexia Thainara,2026-05-30,Jaqueline Amorim
Rodrigo Sezinando,1997-12-11,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,welterweight,16,NA,16,NA,16,16,1,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,-1,-1,0,14,2645,2645,2823,2025-09-13,L - Daniil Donchenko,2025-09-13,L - Daniil Donchenko,NA,NA
Jessica Andrade,1991-09-25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,female,"women's strawweight, women's flyweight",9,NA,16,NA,-1,4,30,17,6 KO 3 Sub 8 Dec,13,4 KO 5 Sub 4 Dec,-3,4,11,4.5,2644,3133,2780,2013-07-27,L - Liz Carmouche,2025-08-16,L - Loopy Godinez,NA,NA
Matt Schnell,1990-01-15,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,flyweight,16,NA,16,NA,7,16,16,7,0 KO 3 Sub 4 Dec,8,5 KO 3 Sub 0 Dec,-1,4,3,7,2643,2847,2724,2016-12-03,L - Rob Font,2025-11-08,L - Joseph Morales,2026-06-06,Imanol Rodriguez
Nate Landwehr,1988-06-06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,featherweight,16,NA,16,NA,16,16,11,5,1 KO 2 Sub 2 Dec,6,5 KO 0 Sub 1 Dec,-3,3,5,5.9,2643,2956,2800,2020-01-25,L - Herbert Burns,2026-04-11,L - Cub Swanson,NA,NA
Elves Brener,1997-09-27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,lightweight,16,NA,16,NA,16,16,6,3,2 KO 0 Sub 1 Dec,3,1 KO 0 Sub 2 Dec,-3,3,3,7.5,2643,2835,2881,2023-02-11,W - Zubaira Tukhugov,2025-08-02,L - Esteban Ribovics,NA,NA
